ukcode,jycode,inputcode,chabbr
2162722,1842,XSJ,600628,新 世 界
2162723,1843,HJJT,600629,华建集团
2162724,1844,LTGF,600630,龙头股份
2162727,1847,ZSWH,600633,浙数文化
2162728,1848,FKHD,600634,富控互动
2162729,1849,DZGY,600635,大众公用
2162730,1850,STAF,600636,*ST 爱富
2162731,1851,DFMZ,600637,东方明珠
2162732,1852,XHP,600638,新 黄 浦
2162733,1853,PDJQ,600639,浦东金桥
2162734,1855,HBKG,600640,号百控股
2162735,1856,WYQY,600641,万业企业
2162736,1857,SNGF,600642,申能股份
2162737,1858,AJJT,600643,爱建集团
2162738,1859,LSDL,600644,乐山电力
2162739,1860,ZYXH,600645,中源协和
2162741,1862,TDCY,600647,同达创业
2162742,1863,WGQ,600648,外 高 桥
2162743,1865,CTKG,600649,城投控股
2162744,1874,XDDC,600657,信达地产
2162745,1875,DZC,600658,电 子 城
2162747,1866,JJTZ,600650,锦江投资
2162748,1877,FYBL,600660,福耀玻璃
2162749,1878,XNY,600661,新 南 洋
2162750,1879,QSKG,600662,强生控股
2162751,1880,LJZ,600663,陆 家 嘴
2162752,1882,HYGF,600664,哈药股份
2162753,1883,TDY,600665,天 地 源
2162754,1884,ARD,600666,奥 瑞 德
2162755,1885,TJSY,600667,太极实业
2162756,1886,JFJT,600668,尖峰集团
2162759,1889,TMYY,600671,天目药业
2162760,1801,QDPJ,600600,青岛啤酒
2162762,1891,DYGK,600673,东阳光科
2162763,1892,CTNY,600674,川投能源
2162764,1893,ZHQY,600675,中华企业
2162765,1894,JYGF,600676,交运股份
2162766,1895,HTTX,600677,航天通信
2162767,1896,SCJD,600678,四川金顶
2162768,1897,SHFH,600679,上海凤凰
2162769,1899,STSP,600680,*ST 上普
2162770,1901,BCNY,600681,百川能源
2162771,1902,NJXB,600682,南京新百
2162772,1903,JTFZ,600683,京投发展
2162773,1904,ZJSY,600684,珠江实业
2162774,1905,ZCFW,600685,中船防务
2162775,1907,JLQC,600686,金龙汽车
2162776,1908,GTKG,600687,刚泰控股
2162777,1909,SHSH,600688,上海石化
2162778,1911,SHSM,600689,上海三毛
2162779,1913,QDHE,600690,青岛海尔
2162780,1914,YMHG,600691,阳煤化工
2162781,1915,YTGF,600692,亚通股份
2162782,1916,DBJT,600693,东百集团
2162783,1917,DSGF,600694,大商股份
2162784,1918,LTTZ,600695,绿庭投资
2162785,1920,STPT,600696,*ST 匹凸
2162786,1921,OYJT,600697,欧亚集团
2162787,1922,HNTY,600698,湖南天雁
2162788,1924,JSDZ,600699,均胜电子
2162789,2032,TJCK,600800,天津磁卡
2162790,2033,HXSN,600801,华新水泥
2162791,2035,FJSN,600802,福建水泥
2162792,2036,XAGF,600803,新奥股份
2162793,2037,PBS,600804,鹏 博 士
2162794,2038,YDTZ,600805,悦达投资
2162795,2039,STKJ,600806,*ST 昆机
2162796,2041,TYGF,600807,天业股份
2162797,2042,MGGF,600808,马钢股份
2162798,2044,SXFJ,600809,山西汾酒
2162799,2045,SMGF,600810,神马股份
2162800,2046,DFJT,600811,东方集团
2162801,2047,HBZY,600812,华北制药
2162803,2049,HZJB,600814,杭州解百
2162804,2050,STXG,600815,*ST 厦工
2162805,2051,AXXT,600816,安信信托
2162806,2052,STHS,600817,*ST 宏盛
2162807,2053,ZLGF,600818,中路股份
2162808,2055,YPBL,600819,耀皮玻璃
2162809,2057,SDGF,600820,隧道股份
2162810,2058,JQY,600821,津 劝 业
2162811,2059,SHWM,600822,上海物贸
2162812,2061,SMGF,600823,世茂股份
2162813,2062,YMJT,600824,益民集团
2162814,2063,XHCM,600825,新华传媒
2162815,2064,LSGF,600826,兰生股份
2162816,2065,BLGF,600827,百联股份
2162817,2067,MYSY,600828,茂业商业
2162818,2068,RMTT,600829,人民同泰
2162819,2069,XYRT,600830,香溢融通
2162820,2070,GDWL,600831,广电网络
2162822,2072,DYYY,600833,第一医药
2162823,2073,STDT,600834,申通地铁
2162824,2074,SHJD,600835,上海机电
2162825,2076,JLSY,600836,界龙实业
2162826,2077,HTZQ,600837,海通证券
2162827,2078,SHJB,600838,上海九百
2162828,2079,SCCH,600839,四川长虹
2162830,2081,SCGF,600841,上柴股份
2162832,2084,SGSB,600843,上工申贝
2162833,2086,STDK,600844,*ST 丹科
2162834,2088,BXRJ,600845,宝信软件
2162835,2090,TJKJ,600846,同济科技
2162836,2091,STWL,600847,*ST 万里
2162837,2092,SHLG,600848,上海临港
2162838,2095,HDDN,600850,华东电脑
2162839,2094,SHYY,601607,上海医药
2162840,2096,HXGF,600851,海欣股份
2162842,2099,LJGF,600853,龙建股份
2162843,2100,CLGF,600854,春兰股份
2162844,2101,HTCF,600855,航天长峰
2162845,2102,ZTNY,600856,中天能源
2162846,2103,NBZB,600857,宁波中百
2162847,2104,YZGF,600858,银座股份
2162848,2105,WFJ,600859,王 府 井
2162849,2106,STJC,600860,*ST 京城
2162850,2108,BJCX,600861,北京城乡
2162851,2109,ZHGK,600862,中航高科
2162852,2110,NMHD,600863,内蒙华电
2162853,2111,HTGF,600864,哈投股份
2162854,2112,BDJT,600865,百大集团
2162855,2113,XHKJ,600866,星湖科技
2162856,2114,THDB,600867,通化东宝
2162857,2115,MYJX,600868,梅雁吉祥
2162858,2120,ZJGX,600872,中炬高新
2162859,2116,ZHNY,600869,智慧能源
2162860,2121,MHSW,600873,梅花生物
2162861,2117,XHDZ,600870,厦华电子
2162862,2118,SHYF,600871,石化油服
2162863,2122,CYHB,600874,创业环保
2162864,2124,DFDQ,600875,东方电气
2162865,2128,STJL,600877,*ST 嘉陵
2162867,2126,LYBL,600876,洛阳玻璃
2162868,2130,HTDZ,600879,航天电子
2162869,2131,BRCB,600880,博瑞传播
2162870,2132,YTJT,600881,亚泰集团
2162871,2133,GZGF,600882,广泽股份
2162872,2134,BWKJ,600883,博闻科技
2162873,2137,GTDL,600886,国投电力
2162874,2135,SSGF,600884,杉杉股份
2162875,2136,HFGF,600885,宏发股份
2162876,2139,XJZH,600888,新疆众和
2162877,2140,NJHX,600889,南京化纤
2162878,2138,YLGF,600887,伊利股份
2162879,2143,DSWH,600892,大晟文化
2162880,2141,ZFGF,600890,中房股份
2162881,2142,QLJT,600891,秋林集团
2162882,2145,GRGF,600894,广日股份
2162883,2144,HFDL,600893,航发动力
2162884,2149,GMTX,600898,国美通讯
2162885,2146,ZJGK,600895,张江高科
2162888,2147,LHTZ,600896,览海投资
2162889,1930,ZHZB,600705,中航资本
2162890,1931,QJWL,600706,曲江文旅
2162891,1932,CHGF,600707,彩虹股份
2162892,1927,TPSD,600702,沱牌舍得
2162893,1926,GDGX,600701,工大高新
2162894,1928,SAGD,600703,三安光电
2162895,1936,STKY,600711,盛屯矿业
2162896,2148,XMKG,600897,厦门空港
2162897,1929,WCZD,600704,物产中大
2162898,1933,GMDC,600708,光明地产
2162899,1939,JRKY,600714,金瑞矿业
2162900,1942,TJG,600717,天 津 港
2162902,1943,DRJT,600718,东软集团
2162903,1937,NNBH,600712,南宁百货
2162904,1946,BHC,600721,百 花 村
2162905,1947,JNHG,600722,金牛化工
2162906,1935,STCL,600710,*ST 常林
2162907,1938,NJYY,600713,南京医药
2162908,1940,WTKG,600715,文投控股
2162909,1951,HDNY,600726,华电能源
2162910,1941,FHGF,600716,凤凰股份
2162911,1950,STYW,600725,ST 云维
2162912,1954,LBHG,600727,鲁北化工
2162913,1956,CQBH,600729,重庆百货
2162914,1944,DLRD,600719,大连热电
2162915,1945,QLS,600720,祁 连 山
2162916,1948,SSGF,600723,首商股份
2162917,1949,NBFD,600724,宁波富达
2162918,1955,JDKJ,600728,佳都科技
2162919,1957,ZGGK,600730,中国高科
2162920,1962,XHJ,600735,新 华 锦
2162921,1964,ZLTY,600737,中粮糖业
2162922,1958,HNHL,600731,湖南海利
2162923,1965,LZMB,600738,兰州民百
2162924,1961,SDJT,600734,实达集团
2162925,1967,SXJH,600740,山西焦化
2162926,1963,SZGX,600736,苏州高新
2162927,1959,STXM,600732,ST 新 梅
2162928,1960,SSTQF,600733,S*ST前锋
2162929,1966,LNCD,600739,辽宁成大
2162930,1968,HYQC,600741,华域汽车
2162931,1969,YQFW,600742,一汽富维
2162932,1972,ZYGF,600745,中茵股份
2162933,1971,HYDL,600744,华银电力
2162934,1970,HYDC,600743,华远地产
2162935,1978,THTZ,600751,天海投资
2162936,1974,STDK,600747,*ST 大控
2162937,1973,JSSP,600746,江苏索普
2162938,1977,JZYY,600750,江中药业
2162939,1985,LCRJ,600756,浪潮软件
2162940,1975,SSFZ,600748,上实发展
2162942,1981,DFYX,600753,东方银星
2162943,1984,XMGM,600755,厦门国贸
2162944,1986,CJCM,600757,长江传媒
2162945,1988,ZJYQ,600759,洲际油气
2162946,1990,AHHL,600761,安徽合力
2162947,1982,JJGF,600754,锦江股份
2162948,1989,ZHHB,600760,中航黑豹
2162949,1976,XZLY,600749,西藏旅游
2162951,1995,YCHJ,600766,园城黄金
2162952,1987,HYNY,600758,红阳能源
2162953,1992,TCYL,600763,通策医疗
2162954,1998,XLDY,600769,祥龙电业
2162955,1993,ZDGT,600764,中电广通
2162957,2000,GYY,600771,广 誉 远
2162958,1994,ZHZJ,600765,中航重机
2162959,2002,XZCT,600773,西藏城投
2162960,2003,HSJT,600774,汉商集团
2162961,1997,NBFB,600768,宁波富邦
2162962,1996,STYS,600767,*ST 运盛
2162963,2004,NJXM,600775,南京熊猫
2162964,1999,ZYGF,600770,综艺股份
2162965,2008,XCNY,600777,新潮能源
2162966,2006,DFTX,600776,东方通信
2162967,2009,YHJT,600778,友好集团
2162968,2011,TBNY,600780,通宝能源
2162969,2010,SJF,600779,水 井 坊
2162970,2012,FRYY,600781,辅仁药业
2162971,2013,XGGF,600782,新钢股份
2162972,2014,LXCT,600783,鲁信创投
2162973,2015,LYTZ,600784,鲁银投资
2162976,2016,XHBH,600785,新华百货
2162977,2018,ZCGF,600787,中储股份
2162978,2023,YMNY,600792,云煤能源
2162979,2022,JNZY,600791,京能置业
2162980,2024,YBZY,600793,宜宾纸业
2162981,2020,LKYY,600789,鲁抗医药
2162982,2021,QFC,600790,轻 纺 城
2162983,2025,BSKJ,600794,保税科技
2162984,2026,GDDL,600795,国电电力
2162985,2028,QJSH,600796,钱江生化
2162986,1172,NBLH,600051,宁波联合
2162987,1173,ZJGS,600052,浙江广厦
2162989,1174,JDTZ,600053,九鼎投资
2162990,2029,ZDWX,600797,浙大网新
2162991,1182,HXDQ,600060,海信电器
2162992,2030,NBHY,600798,宁波海运
2162993,1191,YGTZ,600069,银鸽投资
2162994,1175,HSLY,600054,黄山旅游
2162995,1186,NJGK,600064,南京高科
2162996,1188,YTKC,600066,宇通客车
2162997,1189,GCDT,600067,冠城大通
2162998,1178,ZGYY,600056,中国医药
2162999,1181,GYLS,600059,古越龙山
2163000,1177,WDYL,600055,万东医疗
2163001,1183,GTAX,600061,国投安信
2163002,1199,SDGF,600077,宋都股份
2163003,1184,HRSH,600062,华润双鹤
2163005,1190,GZB,600068,葛 洲 坝
2163006,1198,KXXC,600076,康欣新材
2163007,1180,WKFZ,600058,五矿发展
2163008,1185,WWGX,600063,皖维高新
2163009,1193,FHGX,600071,凤凰光学
2163010,1194,ZCKJ,600072,中船科技
2163011,1179,XYGF,600057,象屿股份
2163012,1192,ZJFR,600070,浙江富润
2163013,1201,RFYY,600079,人福医药
2163014,1205,BXGF,600083,博信股份
2163015,1208,DFJY,600086,东方金钰
2163016,1202,JHGF,600080,金花股份
2163018,1211,ZSCM,600088,中视传媒
2163019,1213,TJT,600090,同 济 堂
2163020,1197,XJTY,600075,新疆天业
2163021,1212,TBDG,600089,特变电工
2163022,1231,CQLQ,600106,重庆路桥
2163023,1222,KCGJ,600097,开创国际
2163024,1204,HTFZ,600082,海泰发展
2163025,1196,BQL,600074,保 千 里
2163026,1207,TRT,600085,同 仁 堂
2163028,1216,YJGF,600093,易见股份
2163029,1200,CXGF,600078,澄星股份
2163030,1225,TFGF,600100,同方股份
2163031,1226,MXDL,600101,明星电力
2163032,1203,DFKJ,600081,东风科技
2163033,1217,DMC,600094,大 名 城
2163034,1228,QSZY,600103,青山纸业
2163035,1195,SHML,600073,上海梅林
2163036,1214,STMK,600091,ST 明 科
2163037,1224,LHGF,600099,林海股份
2163038,1219,HGK,600095,哈 高 科
2163039,1220,YTH,600096,云 天 化
2163040,1206,ZPGF,600084,中葡股份
2163041,1223,GZFZ,600098,广州发展
2163042,1243,SXSL,600116,三峡水利
2163043,1234,GJZQ,600109,国金证券
2163044,1233,YSJT,600108,亚盛集团
2163046,1255,HYGF,600128,弘业股份
2163047,1246,ZGWX,600118,中国卫星
2163048,1236,BFXT,600111,北方稀土
2163049,1230,YDGF,600105,永鼎股份
2163050,1235,NDGF,600110,诺德股份
2163051,1244,XNTG,600117,西宁特钢
2163052,1238,ZJDR,600113,浙江东日
2163053,1259,CQPJ,600132,重庆啤酒
2163054,1241,DFHK,600115,东方航空
2163055,1232,MEY,600107,美 尔 雅
2163056,1256,TJJT,600129,太极集团
2163057,1229,SQJT,600104,上汽集团
2163058,1237,STTC,600112,*ST 天成
2163059,1248,ZJDF,600120,浙江东方
2163060,1264,ZQL,600138,中 青 旅
2163061,1249,STZM,600121,*ST 郑煤
2163062,1247,CJTZ,600119,长江投资
2163064,1261,LKJP,600135,乐凯胶片
2163065,1260,DHGX,600133,东湖高新
2163066,1131,SHJC,600009,上海机场
2163067,1265,XBZY,600139,西部资源
2163068,1262,DDMC,600136,当代明诚
2163069,1253,HGGF,600126,杭钢股份
2163070,1278,ZTCY,600158,中体产业
2163071,1258,MJSD,600131,岷江水电
2163073,1263,LSGF,600137,浪莎股份
2163074,1250,HTGK,600122,宏图高科
2163075,1287,WHKG,600168,武汉控股
2163076,1254,JJMY,600127,金健米业
2163077,1252,TLWL,600125,铁龙物流
2163078,1277,YTNY,600157,永泰能源
2163079,1269,CCYD,600148,长春一东
2163080,1271,ZGCB,600150,中国船舶
2163081,1279,DLDC,600159,大龙地产
2163082,1276,HSGF,600156,华升股份
2163083,1284,XRHL,600165,新日恒力
2163084,1283,ZMNY,600163,中闽能源
2163085,1285,FTQC,600166,福田汽车
2163086,1272,HTJD,600151,航天机电
2163087,1273,WKJH,600152,维科精华
2163088,1282,XJKG,600162,香江控股
2163089,1274,JFGF,600153,建发股份
2163090,1281,TTSW,600161,天坛生物
2163091,1289,SHJG,600170,上海建工
2163092,1280,JHGF,600160,巨化股份
2163093,1308,YZMY,600188,兖州煤业
2163094,1299,RMT,600180,瑞 茂 通
2163095,1317,FXYY,600196,复星医药
2163096,1321,JZZJ,600199,金种子酒
2163097,1306,LHJK,600186,莲花健康
2163098,1288,TYZG,600169,太原重工
2163099,1275,BSGF,600155,宝硕股份
2163100,1290,SHBL,600171,上海贝岭
2163102,1310,JLSG,600189,吉林森工
2163103,1297,DADL,600178,东安动力
2163104,1320,DTDX,600198,大唐电信
2163105,1302,SYKJ,600183,生益科技
2163106,1298,ATKG,600179,安通控股
2163107,1307,GZSW,600187,国中水务
2163108,1295,YGE,600177,雅 戈 尔
2163109,1291,HHXF,600172,黄河旋风
2163110,1338,QCDL,600218,全柴动力
2163111,1313,HZSY,600191,华资实业
2163112,1251,LHKC,600123,兰花科创
2163113,1314,CCDG,600192,长城电工
2163114,1316,ZMGF,600195,中牧股份
2163115,1323,SWGF,600201,生物股份
2163116,1349,STCJ,600228,*ST 昌九
2163117,1286,LMKG,600167,联美控股
2163118,1386,BJCJ,600266,北京城建
2163119,1129,ZGGM,600007,中国国贸
2163120,1327,YYXC,600206,有研新材
2163121,1330,LDFZ,600209,罗顿发展
2163122,1322,JSWZ,600200,江苏吴中
2163123,1293,MDNY,600175,美都能源
2163124,1292,WLDC,600173,卧龙地产
2163125,1294,ZGJS,600176,中国巨石
2163126,1490,XNKF,600359,新农开发
2163127,1301,SJT,600182,S 佳  通
2163128,1325,FRDZ,600203,福日电子
2163129,1315,CXZY,600193,创兴资源
2163130,1324,HKT,600202,哈 空 调
2163131,1311,JZG,600190,锦 州 港
2163132,1305,GLDC,600185,格力地产
2163133,1266,XFJT,600141,兴发集团
2163134,1329,XHZB,600208,新湖中宝
2163136,1268,SYHQ,600146,商赢环球
2163137,1328,ACGK,600207,安彩高科
2163138,1332,XZYY,600211,西藏药业
2163139,1128,DFQC,600006,东风汽车
2163142,1333,JQSY,600212,江泉实业
2163143,1331,ZJQY,600210,紫江企业
2163144,1334,YXKC,600213,亚星客车
2163145,1335,CCJK,600215,长春经开
2163146,1319,YLT,600197,伊 力 特
2163147,1267,STXY,600145,*ST 新亿
2163148,1340,JSYG,600220,江苏阳光
2163149,1270,STFZ,600149,*ST 坊展
2163150,1336,ZJYY,600216,浙江医药
2163151,1344,TLYY,600222,太龙药业
2163152,1120,PFYH,600000,浦发银行
2163153,1347,HYGF,600226,瀚叶股份
2163154,1388,GDNZ,600268,国电南自
2163155,1342,HHKG,600221,海航控股
2163156,1361,YNCT,600239,云南城投
2163158,1337,ZZZH,600217,中再资环
2163159,1339,NSLY,600219,南山铝业
2163160,1345,LSZY,600223,鲁商置业
2163161,1360,HNYD,600238,海南椰岛
2163162,1346,STSJ,600225,*ST 松江
2163163,1348,CTH,600227,赤 天 化
2163164,1652,ZHGJ,600500,中化国际
2163165,1350,CSCM,600229,城市传媒
2163166,1357,GGDL,600236,桂冠电力
2163167,1351,CZDH,600230,沧州大化
2163168,1422,ADS,600299,安 迪 苏
2163169,1130,SCGF,600008,首创股份
2163170,1352,LGGF,600231,凌钢股份
2163171,1389,GYGS,600269,赣粤高速
2163172,1380,GSYS,600259,广晟有色
2163173,1377,GHNY,600256,广汇能源
2163174,1379,SLJD,600258,首旅酒店
2163175,1353,JYGF,600232,金鹰股份
2163176,1354,YTSD,600233,圆通速递
2163177,1359,TFDZ,600237,铜峰电子
2163178,1378,DHGF,600257,大湖股份
2163179,1355,STSS,600234,ST 山水
2163180,1356,MFTZ,600235,民丰特纸
2163181,1368,YCHJ,600248,延长化建
2163182,1362,HYZB,600240,华业资本
2163183,1383,BFGF,600262,北方股份
2163184,1423,WWGF,600300,维维股份
2163185,1257,BDGF,600130,波导股份
2163186,1381,KLKJ,600260,凯乐科技
2163187,1400,DFCY,600278,东方创业
2163188,1424,STNH,600301,ST 南化
2163190,1382,YGZM,600261,阳光照明
2163191,1412,YYXT,600289,亿阳信通
2163193,1387,HZYY,600267,海正药业
2163194,1399,YLJN,600277,亿利洁能
2163195,1401,CQGJ,600279,重庆港九
2163196,1414,XSGF,600291,西水股份
2163197,1397,STCY,600275,*ST 昌鱼
2163198,1421,AQJM,600298,安琪酵母
2163199,1385,STJG,600265,ST 景 谷
2163200,1410,JSST,600287,江苏舜天
2163201,1404,NGGF,600282,南钢股份
2163202,1416,SXXC,600293,三峡新材
2163203,1366,WTDC,600246,万通地产
2163204,1489,GLLH,600358,国旅联合
2163205,1402,ZYSC,600280,中央商场
2163206,1431,HTGF,600308,华泰股份
2163207,1398,HRYY,600276,恒瑞医药
2163208,1405,QJSL,600283,钱江水利
2163209,1408,LRZY,600285,羚锐制药
2163210,1497,NBYS,600366,宁波韵升
2163211,1415,YDHB,600292,远达环保
2163212,1413,HYDQ,600290,华仪电气
2163213,1403,THGF,600281,太化股份
2163214,1420,GHQC,600297,广汇汽车
2163215,1365,QHHD,600243,青海华鼎
2163216,1376,XKCL,600255,鑫科材料
2163217,1367,STCC,600247,ST 成 城
2163218,1462,MKJJ,600337,美克家居
2163219,1363,SDWH,600241,时代万恒
2163220,1411,DHKJ,600288,大恒科技
2163221,1374,ZHJT,600252,中恒集团
2163222,1560,KYJT,600422,昆药集团
2163223,1364,ZCSJ,600242,中昌数据
2163224,1441,XLJR,600318,新力金融
2163225,1459,CCRQ,600333,长春燃气
2163226,1144,BGGF,600019,宝钢股份
2163227,1426,BZGF,600302,标准股份
2163228,1438,HDHK,600316,洪都航空
2163229,1167,ZZGF,600038,中直股份
2163230,1141,MSYH,600016,民生银行
2163231,1430,JGHX,600307,酒钢宏兴
2163232,1443,ZHZG,600320,振华重工
2163233,1499,WZJT,600368,五洲交通
2163234,1453,LTSY,600328,兰太实业
2163235,1469,CJTX,600345,长江通信
2163236,1447,HLHJ,600323,瀚蓝环境
2163237,1464,ZYGC,600339,中油工程
2163238,1427,SGGF,600303,曙光股份
2163239,1429,SYC,600306,商 业 城
2163241,1463,XZZF,600338,西藏珠峰
2163242,1390,WYFZ,600270,外运发展
2163243,1533,HLZJ,600398,海澜之家
2163244,1461,AKM,600336,澳 柯 玛
2163245,1522,LJHB,600388,龙净环保
2163246,1534,FSTG,600399,抚顺特钢
2163247,1432,WHHX,600309,万华化学
2163248,1535,HDGF,600400,红豆股份
2163249,1500,XNZQ,600369,西南证券
2163250,1523,JSGF,600389,江山股份
2163251,1512,TKGF,600378,天科股份
2163252,1496,TPGF,600365,通葡股份
2163253,1524,WKZB,600390,五矿资本
2163254,1450,XZTL,600326,西藏天路
2163255,1510,NHGS,600377,宁沪高速
2163256,1455,TTGF,600330,天通股份
2163257,1516,GDMZ,600382,广东明珠
2163258,1436,NFZY,600313,农发种业
2163259,1428,HSCY,600305,恒顺醋业
2163260,1457,BYS,600332,白 云 山
2163261,1165,GHYX,600037,歌华有线
2163262,1161,FJGS,600033,福建高速
2163263,1606,LGFZ,600466,蓝光发展
2163264,1519,BBCM,600386,北巴传媒
2163265,1435,PGDQ,600312,平高电气
2163266,1734,DXY,600558,大 西 洋
2163267,1393,KKSY,600272,开开实业
2163268,1433,GDDL,600310,桂东电力
2163269,1722,BBDQ,600550,保变电气
2163270,1460,GJQC,600335,国机汽车
2163271,1371,NFGF,600250,南纺股份
2163272,1133,BGGF,600010,包钢股份
2163273,1509,SKGF,600376,首开股份
2163274,1437,SHJH,600315,上海家化
2163275,1491,HWDZ,600360,华微电子
2163276,1528,YTGF,600393,粤泰股份
2163277,1678,KMYY,600518,康美药业
2163278,1498,HXFZ,600367,红星发展
2163279,1442,YXHX,600319,亚星化学
2163280,1530,JSGF,600396,金山股份
2163281,1729,HHCX,600555,海航创新
2163282,1495,LCGD,600363,联创光电
2163283,1517,JDJT,600383,金地集团
2163284,1486,HFZY,600356,恒丰纸业
2163285,1417,EEDS,600295,鄂尔多斯
2163286,1515,QHCT,600381,青海春天
2163287,1750,ZZYL,600568,中珠医疗
2163288,1782,YYWL,600588,用友网络
2163289,1445,GDJS,600321,国栋建设
2163290,1692,ZTGY,600528,中铁工业
2163291,1529,PJGF,600395,盘江股份
2163292,1454,ZXYY,600329,中新药业
2163293,1514,JKY,600380,健 康 元
2163294,1783,GDRT,600589,广东榕泰
2163295,1609,BLDQ,600468,百利电气
2163296,1653,HTCG,600501,航天晨光
2163297,1635,TYGF,600488,天药股份
2163298,1434,RHSY,600311,荣华实业
2163299,1555,TRRY,600419,天润乳业
2163300,1694,JDAL,600530,交大昂立
2163301,1505,ZHDZ,600372,中航电子
2163302,1518,SDJT,600385,山东金泰
2163303,1731,STHQ,600556,ST 慧 球
2163304,1151,ZGSH,600028,中国石化
2163305,1470,HLGF,600346,恒力股份
2163306,1751,AYGT,600569,安阳钢铁
2163307,1747,JCYY,600566,济川药业
2163308,1649,FHTX,600498,烽火通信
2163309,1553,JHQC,600418,江淮汽车
2163310,1707,STGF,600539,狮头股份
2163311,1679,GZMT,600519,贵州茅台
2163312,1800,XMJK,600599,熊猫金控
2163313,1662,SHNY,600508,上海能源
2163314,1586,HFGF,600448,华纺股份
2163315,1796,XAGF,600596,新安股份
2163316,1446,TFFZ,600322,天房发展
2163317,1492,HLZC,600361,华联综超
2163318,1134,HNGJ,600011,华能国际
2163319,1525,HFKJ,600391,航发科技
2163320,1748,SYZY,600567,山鹰纸业
2163321,1456,HDGF,600331,宏达股份
2163322,1718,SGS,600548,深 高 速
2163323,1659,XLGF,600506,香梨股份
2163324,1685,GHGF,600523,贵航股份
2163325,1680,ZFKJ,600520,中发科技
2163326,1493,JXTY,600362,江西铜业
2163327,1513,BGGF,600379,宝光股份
2163328,1439,YKG,600317,营 口 港
2163329,1773,HYGC,600583,海油工程
2163330,1776,HLSN,600585,海螺水泥
2163331,1663,TFNY,600509,天富能源
2163332,1506,ZWCM,600373,中文传媒
2163333,1475,SDGS,600350,山东高速
2163334,1699,QXJS,600533,栖霞建设
2163335,1799,BDH,600598,北 大 荒
2163336,1164,ZSYH,600036,招商银行
2163337,1593,BTGF,600456,宝钛股份
2163338,1567,ZYHT,600428,中远海特
2163339,1632,YNHG,600486,扬农化工
2163340,1550,XSPC,600415,小商品城
2163341,1766,JNDL,600578,京能电力
2163342,1772,TDKJ,600582,天地科技
2163343,1702,ZGRJ,600536,中国软件
2163344,1149,ZYHN,600026,中远海能
2163345,1658,XCDL,600505,西昌电力
2163346,1693,SDYB,600529,山东药玻
2163347,1646,JGGG,600496,精工钢构
2163348,1769,WLDQ,600580,卧龙电气
2163349,1484,JLDZ,600355,精伦电子
2163350,1664,HMD,600510,黑 牡 丹
2163351,1565,HLHS,600426,华鲁恒升
2163352,1451,DDF,600327,大 东 方
2163353,1794,ZFSY,600595,中孚实业
2163354,1531,AYMY,600397,安源煤业
2163355,1784,THKJ,600590,泰豪科技
2163356,1656,HLJZ,600503,华丽家族
2163357,1790,DLSY,600593,大连圣亚
2163358,1739,JXCY,600561,江西长运
2163359,1551,XDGF,600416,湘电股份
2163360,1688,FDHB,600526,菲达环保
2163361,1745,DMGF,600565,迪马股份
2163362,1695,YGJQ,600531,豫光金铅
2163363,1788,LXGF,600592,龙溪股份
2163364,1672,HHJC,600515,海航基础
2163365,1767,THY,600579,天 华 院
2163366,1778,JJKJ,600586,金晶科技
2163367,1770,BYGT,600581,八一钢铁
2163369,1700,TSL,600535,天 士 力
2163370,1797,GMRY,600597,光明乳业
2163371,1674,FDTS,600516,方大炭素
2163372,1723,SDCB,600551,时代出版
2163374,1764,JDGF,600577,精达股份
2163375,1503,WXDN,600371,万向德农
2163376,1732,KYYY,600557,康缘药业
2163377,1737,JZTZ,600560,金自天正
2163378,1476,YBYY,600351,亚宝药业
2163379,1780,XHYL,600587,新华医疗
2163380,1170,ZGLT,600050,中国联通
2163381,1650,KDJN,600499,科达洁能
2163383,1683,ZTKJ,600522,中天科技
2163384,1735,LBGJ,600559,老白干酒
2163385,1697,HDKY,600532,宏达矿业
2163386,1754,XYD,600571,信 雅 达
2163387,1720,XMWY,600549,厦门钨业
2163388,1725,KSKJ,600552,凯盛科技
2163389,1480,XGGF,600353,旭光股份
2163390,1666,GYGF,600511,国药股份
2163391,1686,CYJT,600525,长园集团
2163392,1743,FLDZ,600563,法拉电子
2163393,1594,SDXC,600458,时代新材
2163394,1668,TDJS,600512,腾达建设
2163395,1157,ZXZQ,600030,中信证券
2163396,1136,WTGS,600012,皖通高速
2163397,1705,GFGF,600538,国发股份
2163398,1703,YJGD,600537,亿晶光电
2163399,1741,GRKJ,600562,国睿科技
2163400,1544,ATJT,600408,安泰集团
2163401,1762,WJWH,600576,万家文化
2163402,1758,HQPJ,600573,惠泉啤酒
2163403,1681,HHYY,600521,华海药业
2163404,1501,SFX,600370,三 房 巷
2163405,1598,SLW,600460,士 兰 微
2163406,1670,LHYY,600513,联环药业
2163407,1168,SCLQ,600039,四川路桥
2163408,1760,WJWL,600575,皖江物流
2163409,1507,HLXM,600375,华菱星马
2163410,1467,HTDL,600343,航天动力
2163411,1654,AHSL,600502,安徽水利
2163412,1626,SLJN,600481,双良节能
2163413,1125,BYJC,600004,白云机场
2163414,1596,GYBY,600459,贵研铂业
2163415,1526,SHZY,600392,盛和资源
2163416,1774,CDKJ,600584,长电科技
2163417,1372,GNGF,600251,冠农股份
2163418,1576,PZH,600436,片 仔 癀
2163419,1546,SYHG,600409,三友化工
2163420,1572,GHGX,600433,冠豪高新
